userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
115,0,0,0,50,50,0,40,60,-10,29,71,-11,21,79,-8,31,69,10,31,69,0,29,71,-2,21,6.857142857,67,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,2,2,5,4,3.25,4,7,5,6,5.5,7,7,7,7,7,6,7,7,7,6.75,6,6,5,5,5.5,2,2,6,6,6,2,6,2,2,6,6,6,2,6,5,2,2,5,4.111111111,5,6,6,3,5,3,5,6,6,5,3,1,2,7,1,1,39.95970154,-75.19680023,-1
116,1,1,1,50,50,50,66,34,16,46,54,20,31,69,15,56,44,25,61,39,5,61,39,0,11,9.142857143,47,13.5,most recent polls say its even,30,Major officials are saying vote no,34,Yes theme is more inspiring,27,Yes camp did better in debate,29,people seem to like status quo,30,no vote may be silent but present,33,quiet no voters,15,198,28.28571429,0.10,0,100,0,47,1,1,2,2,5,3,3,4,5,3,5,4.25,6,6,6,6,6,5,5,6,6,5.5,2,2,2,5,2.75,5,5,3,3,3,5,3,3,3,5,5,3,5,5,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,39.95970154,-75.19680023,-1
117,0,1,1,69,31,19,51,49,-18,44,56,-7,18,82,-26,9,91,-9,22,78,13,21,79,-1,48,18.20408163,66.57142857,-8,"It makes sense that something with a lead will continue to have that lead and win the election, even if it drops a bit. ",120,"Since there are people actively saying to vote yes, and the people are of higher esteem than others, it might be a bit harder now for the no camp to win. ",154,It seems as if the no camp is losing steam and now is not as positive as others originally thought. more risk is less likely to win,131,"Since the scales are finally tipping and the percentage is 70-30, it seems pretty secure for the Yes people. The general trend is less people liking the no camp, and the Yes camp is winning. ",191,"Since the cases are too different to be directly comparable, it means little in the scheme of the election. ",108,"Since people have been hearing that Yes is winning and that is what is showing, I still think that no camp is going to have a low probability of winning. If people hear the yes as more likely and more vocal, they have a higher likelihood of winning. ",250,"I still think that no camp has a low probability, since the public eye still sees Yes camp as more positive that no camp. ",122,1076,153.7142857,0.05,1,20,0,47,1,2,2,7,6,5,5,5,5,4,3,4.25,6,6,5,6,5.75,6,6,6,5,5.75,5,6,5,7,5.75,3,3,2,2,1,3,1,4,5,2,4,1,4,4,6,1,1,6,2.944444444,3,6,7,7,1,7,1,6,6,4.888888889,3,1,2,7,1,1,39.93589783,-75.15339661,-1
118,1,1,1,63,37,37,60,40,3,30,70,30,30,70,0,35,65,5,50,50,15,31,69,19,32,12.81632653,57.28571429,12,"Current polls are more relevant than anything in the past. And past polls, especially ones from a really long time ago, are largely irrelevant. So more likely No camp will win but not huge. ",190,"The public is influenced by famous people, but not enough to sway large numbers of people. I think there will be some serious influence from the diplomat as well. ",163,Hope is critical to any camp. Without it a camp won't be nearly as likely to succeed. ,86,The most recent evidence is the most critical. Given that so many voters are supporting the pro-independence leader I think it's quite likely they could win. ,158,"It's important to recognize that voters can swing towards the status quo, but it's impossible to know how much and I'm assuming it's not a ton. So I'm guessing it'll help the No camp a bit. ",190,If polling information is irrelevant than it looks like each camp is equally likely. ,85,0,0,872,124.5714286,0.05,1,5,1,47,1,3,6,2,6,6,5,5,6,5,6,5.5,7,6,7,6,6.5,4,3,3,3,3.25,2,2,2,2,2,5,4,6,6,6,2,6,3,6,6,6,2,6,6,5,2,3,6,4.777777778,6,6,6,6,2,6,2,6,6,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
119,1,0,0,25,75,75,34,66,9,13,87,21,52,48,39,42,58,10,35,65,7,38,62,3,13,8.693877551,65.85714286,14.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,3,5,4,4,5,5,5,4,4.75,5,4,5,4,4.5,5,5,5,6,5.25,5,4,5,5,4.75,6,6,4,4,4,7,1,1,2,6,6,4,7,6,4,2,2,6,4.333333333,5,6,5,6,4,4,4,5,5,4.888888889,3,1,1,1,1,1,39.95970154,-75.19680023,-1
120,0,0,0,51,49,1,44,56,-7,14,86,-30,22,78,8,19,81,-3,29,71,10,31,69,2,20,10.28571429,70,-3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,5,5,6,5,5.25,6,5,6,6,5.75,6,6,5,6,5.75,5,5,5,5,5,3,3,5,4,3.75,2,6,6,5,6,4,5,6,2,4,4,5,3,4,2,5,4,4,4.277777778,5,6,6,5,3,5,3,4,5,4.666666667,3,1,2,1,1,1,39.95970154,-75.19680023,-1
121,1,0,0,56,44,44,66,34,10,55,45,11,39,61,16,33,67,6,46,54,13,51,49,5,5,8.653061224,50.57142857,10.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,5,3,6,5,4.75,4,6,6,6,5.5,6,6,6,5,5.75,4,4,5,4,4.25,2,3,4,3,3,5,4,5,2,2,3,2,3,3,6,3,3,3,3,3,3,4,5,3.444444444,6,5,5,6,5,3,5,4,4,4.777777778,2,1,1,1,1,1,39.95970154,-75.19680023,-1
122,0,0,0,49,51,-1,38,62,-11,20,80,-18,29,71,9,31,69,2,18,82,-13,70,30,52,21,13.63265306,63.57142857,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,5,3,5,4,4.25,5,3,6,3,4.25,7,5,5,7,6,5,4,4,4,4.25,3,3,3,4,3.25,1,5,3,3,5,6,2,4,2,4,2,2,4,4,6,2,2,6,3.5,6,6,6,7,2,6,2,4,4,4.777777778,3,1,2,2,1,1,39.95970154,-75.19680023,-1
123,1,1,1,36,64,64,21,79,15,7,93,14,28,72,21,77,23,49,35,65,42,15,85,20,21,15.46938776,68.71428571,26.83333333,more people said no than yes,28,the man with a lot of influence says yes,40,people like to have hope for the future,39,number of yes is on an incline and will continue to increase,60,status quo seems to be no (majority so far) and there is swing towards status quo,81,overestimated yes,17,more people will come out if feel strongly yes,46,311,44.42857143,0.10,0,100,0,24,0,0,5,2,6,5,4.5,6,6,4,6,5.5,7,7,6,7,6.75,5,5,5,5,5,2,4,5,4,3.75,4,4,2,2,2,6,2,2,2,4,4,4,6,4,4,4,4,6,3.666666667,4,5,4,3,3,5,3,5,4,4,3,1,2,1,1,1,39.95970154,-75.19680023,-1
124,0,1,1,50,50,0,30,70,-20,8,92,-22,72,28,64,11,89,-61,57,43,46,19,81,-38,31,20.89795918,64.71428571,-5.166666667,The no camp is even with the yes camp therefore there is a 50% chance. ,71,One person's opinion is not sufficient. ,40,There is a lot of uncertainty and risk. ,40,71% said that they won the debate. ,35,There is not much of an affect.,31,There may be an underestimate. ,31,Very hard to tell from this evidence.,37,285,40.71428571,0.10,0,100,0,24,0,0,5,5,2,6,4.5,5,5,5,5,5,6,5,3,5,4.75,6,6,6,6,6,4,5,5,5,4.75,2,2,5,5,5,5,3,3,5,5,3,5,5,3,3,3,5,3,3.888888889,3,5,5,3,5,3,5,3,5,4.111111111,5,1,2,1,1,1,39.95970154,-75.19680023,-1
125,1,0,0,50,50,50,80,20,30,20,80,60,30,70,10,32,68,2,48,52,16,42,58,6,8,13.87755102,56.85714286,20.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,4,3,4,4,3.75,4,5,4,5,4.5,5,5,5,5,5,5,3,3,4,3.75,4,3,4,3,3.5,5,6,2,2,3,3,4,5,5,2,3,3,3,6,5,2,5,3,3.722222222,3,6,5,5,5,3,5,3,4,4.333333333,3,1,2,2,1,1,39.95970154,-75.19680023,-1
126,0,1,1,40,60,-10,50,50,10,40,60,-10,35,65,-5,25,75,-10,25,75,0,35,65,10,5,6.530612245,64.28571429,-0.833333333,"The ""no camp"" is trending downward and there is still a relatively great deal of time before the election.",106,"The prime minister's package would likely be seen as too little too late.  However, a famous author is likely to be much more publicly-known than a diplomat, no matter how senior.",179,Positive slogans tend to resonate better with people.,53,"There are still three weeks until the vote, and the trend toward a ""yes"" vote will likely be given even more speed by the debate outcome.",137,"The swing factor will combine with trends and make a win unlikely, even if current overall poll numbers put ""no"" at a slight advantage.",135,"The concept of a ""silent majority"" seems to rarely play a role in elections.  Additionally, the rhetoric of the initial study is likely to be unaffected by a sociologist speaking out, as his field is not particularly popular among the general public.",250,"If a ""silent majority"" exists, this study seems to indicate that it will play a role in the election.",101,961,137.2857143,0.10,0,5,1,47,1,2,1,2,5,2,2.5,5,5,5,5,5,6,6,5,7,6,7,7,7,7,7,7,7,6,6,6.5,2,5,5,3,6,6,7,2,7,6,6,7,5,5,7,5,6,7,5.388888889,7,7,7,6,5,3,5,6,6,5.777777778,3,1,1,1,1,1,39.95970154,-75.19680023,-1
127,1,1,1,53,47,47,36,64,17,30,70,6,60,40,30,60,40,0,75,25,15,75,25,0,22,13.63265306,44.42857143,11.33333333,"The trends say that they are even, and No camp has been losing, which means they have momentum.",95,New initiatives and public figures outweigh the opinion of a senior diplomat.,77,The framing of the No theme makes it seem negative.,51,There is still an overall lead for the No camp.,47,There is stronger evidence that there will be no independence.,62,It seems that the No vote has been underestimated.,50,It is hard to tell whether these people will vote Yes or No.,60,442,63.14285714,0.05,1,5,1,47,1,3,6,4,6,6,5.5,3,3,3,4,3.25,6,5,5,6,5.5,5,5,3,4,4.25,3,2,3,3,2.75,5,5,6,6,6,5,3,7,6,5,5,6,5,5,5,6,4,5,5.277777778,5,5,5,5,4,4,4,6,4,4.666666667,3,1,1,1,1,1,40.04910278,-75.22810364,-1
128,0,0,0,50,50,0,56,44,6,56,44,0,56,44,0,56,44,0,70,30,14,71,29,1,21,6.408163265,40.71428571,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,5,6,5,5.5,2,3,3,4,3,6,5,5,5,5.25,6,5,3,5,4.75,2,2,3,3,2.5,6,6,1,1,1,5,7,2,7,5,5,1,5,5,5,1,4,5,4,5,5,5,5,4,4,4,7,4,4.777777778,3,1,1,1,1,1,40.04910278,-75.22810364,-1
129,0,1,1,80,20,30,80,20,0,80,20,0,80,20,0,73,27,-7,50,50,-23,51,49,1,29,11.46938776,29.42857143,-4.833333333,They have a good chance of winning if the public is starting to pay more attention to the referendum.,101,"Although the argument from the public figure is noticeable, people will pay attention more to the diplomat with more experience. There will still be people who support the author's beliefs.",189,The Yes slogan is more positive and uplifting.,46,The Yes campaign has been steadily increasing in popularity and public support seems to be overwhelmingly gathering for independence.,133,"I am not quite sure what the terminology of this question means; however, it seems as though the race is becoming more even again.",130,"At this point, the two positions seem about equal to me. ",57,The same probability as previous because it is not indicated whether this population would vote for or against independence.,124,780,111.4285714,0.05,1,5,1,47,1,3,3,4,5,4,4,2,3,3,3,2.75,6,5,6,6,5.75,6,6,5,6,5.75,4,5,3,5,4.25,6,6,4,5,5,4,6,5,6,4,6,6,4,3,3,4,4,6,4.833333333,4,6,4,7,6,2,6,6,4,5,3,1,2,1,1,1,39.95970154,-75.19680023,-1
130,0,0,0,60,40,10,40,60,-20,51,49,11,30,70,-21,30,70,0,30,70,0,50,50,20,10,10.36734694,58.42857143,-1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,6,6,7,6,6.25,6,7,2,7,5.5,6,6,6,6,6,6,6,6,6,6,2,6,3,3,3.5,4,7,6,4,6,2,6,6,6,6,3,4,2,7,7,4,5,3,4.888888889,5,5,5,6,3,5,3,5,5,4.666666667,3,1,2,1,1,1,39.95970154,-75.19680023,-1
131,1,1,1,50,50,50,50,50,0,50,50,0,50,50,0,59,41,9,50,50,9,50,50,0,0,2.204081633,48.71428571,3,because the no camp is even with the yes camp,45,Theres a better chance yes will win because the Apple executive says vote yes.,78,the yes will win because they have a message.,45,The yes will win because they have momentum,43,the status quo is no so they have abetter chance,48,I am unsure what they will mean for the results,47,this changes nothing because i don't know how the polls were affected,69,375,53.57142857,0.10,0,100,0,47,1,1,2,2,4,2,2.5,6,6,6,5,5.75,6,6,6,6,6,5,5,4,3,4.25,2,2,2,2,2,1,4,7,2,5,1,2,2,3,5,1,2,5,1,6,2,5,1,3.055555556,5,6,2,6,5,3,5,6,4,4.666666667,2,1,1,1,1,1,39.95970154,-75.19680023,-1
132,1,0,0,50,50,50,50,50,0,50,50,0,32,68,18,59,41,27,35,65,24,75,25,40,25,9.632653061,49.85714286,18.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,6,7,6,6,6.25,4,3,3,3,3.25,5,3,5,3,4,6,6,6,6,6,3,3,5,5,4,4,6,4,4,2,6,1,2,2,4,6,5,3,3,6,2,2,6,3.777777778,5,6,4,5,3,5,3,5,4,4.444444444,2,1,1,1,1,1,39.95970154,-75.19680023,-1
133,0,0,0,50,50,0,40,60,-10,35,65,-5,35,65,0,50,50,15,70,30,20,50,50,-20,0,8.979591837,52.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,7,7,7,6.5,3,5,3,4,3.75,6,6,6,6,6,4,4,3,4,3.75,2,2,2,2,2,2,7,7,6,6,7,1,4,2,6,7,6,4,2,4,4,7,4,4.777777778,5,5,6,7,3,5,3,6,5,5,5,1,1,4,1,1,39.95970154,-75.19680023,-1
134,1,0,0,50,50,50,59,41,9,37,63,22,38,62,1,60,40,22,65,35,5,55,45,10,5,8.857142857,48,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,7,0,1,3,5,6,6,5,3,5,2,5,3.75,5,5,3,6,4.75,5,5,6,6,5.5,2,5,2,2,2.75,6,5,3,4,6,2,5,4,4,5,4,5,4,5,5,6,5,4,4.555555556,4,6,6,6,6,2,6,6,4,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
135,1,0,0,29,71,71,32,68,3,30,70,2,19,81,11,23,77,4,31,69,8,33,67,2,4,4.081632653,71.85714286,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,4,2,3,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6.25,4,4,4,4,4,3,3,5,5,5,3,5,5,5,3,3,5,3,3,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,39.95970154,-75.19680023,-1
136,1,1,1,59,41,41,64,36,5,48,52,16,44,56,4,50,50,6,62,38,12,50,50,12,9,6.693877551,46.14285714,9.166666667,"It was not winning for most of the year, so that means something, but so does the sudden surge. People always change their mind last minute, but the No camp held out longer.",173,"It is two against one. Two important figures are endorsing the No camp, while the Yes camp only has one.",104,"Hope is a more positive thing than uncertainty, so I think that will resonate more with the voters.",99,The polls are now stronger for the Yes camp.,44,"If they are not comparable, these findings don't suggest anything.",66,"If the No votes were underestimated, this increases the No camp's chance at winning. ",85,It's true; polls are so ambiguous. This does not affect the present day then.,77,648,92.57142857,0.10,0,5,1,47,1,2,1,2,5,1,2.25,2,2,4,2,2.5,6,4,6,6,5.5,5,3,2,4,3.5,6,6,6,6,6,4,4,1,2,3,5,3,3,3,4,2,6,2,2,4,6,3,3,3.333333333,2,6,2,7,3,5,3,6,4,4.222222222,2,1,2,3,1,1,39.95970154,-75.19680023,-1
137,0,0,0,44,56,-6,60,40,16,63,37,3,33,67,-30,50,50,17,64,36,14,59,41,-5,15,9.387755102,46.71428571,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,24,0,2,3,3,4,3,3.25,3,5,5,3,4,7,7,7,7,7,6,6,6,6,6,4,2,5,6,4.25,5,5,6,6,6,5,6,6,6,5,5,6,2,5,2,6,6,5,5.166666667,3,6,3,6,5,3,5,3,3,4.111111111,2,1,2,4,1,1,39.95970154,-75.19680023,-1
138,1,1,1,51,49,49,51,49,0,30,70,21,31,69,1,28,72,3,32,68,4,31,69,1,20,8.408163265,63.71428571,5,Because I don't understand politics (I'm very sorry; I'm not good for your study).,82,"Again, I'm very confused, and very sorry.",41,I think that people's natural inclination can be hope and optimism. We like to dream.,85,Because optimism is still a powerful thing. ,44,I am starting to get confused again. I'm terribly sorry for (possibly) throwing off your data.,94,"Patterns in history are nice, but they aren't set in stone. ",60,I'm not sure. I'm so so sorry.,30,436,62.28571429,0.10,0,5,1,47,1,2,1,1,5,2,2.25,7,6,3,7,5.75,7,6,7,7,6.75,7,7,7,7,7,7,3,5,6,5.25,2,4,4,6,6,2,6,2,4,7,4,7,5,7,3,3,7,7,4.777777778,6,6,4,7,3,5,3,4,4,4.666666667,3,1,2,1,1,1,39.95970154,-75.19680023,-1
139,0,0,0,70,30,20,50,50,-20,55,45,5,90,10,35,75,25,-15,60,40,-15,60,40,0,10,10.81632653,34.28571429,-1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,7,5,6,6,6,1,3,2,2,2,6,5,5,5,5.25,7,2,2,7,4.5,4,3,5,3,3.75,2,2,2,3,3,1,5,3,3,2,3,2,5,2,2,2,2,2,2.555555556,4,7,5,4,6,2,6,5,5,4.888888889,3,1,2,1,1,1,39.95970154,-75.19680023,-1
140,0,1,1,30,70,-20,36,64,6,25,75,-11,10,90,-15,20,80,10,20,80,0,10,90,-10,20,7.510204082,78.42857143,-3.333333333,trend of declining support for no-camp likely to continue barring any changes,77,autonomy if no independence is real hence weighs more than opinions of public figures. ,87,"if repression and hence desire for autonomy is not a concern, the prime minister's package does not hold more weight. One would expect a diplomat who works for the union to advocate for Apple to stay in it, but the fact that he's advocating the opposite makes it seem that Apple can go it alone in the world and still have good relations with the Union, its neighbor. ",368,negative trend for support for No camp,38,I believe the empirical study,29,"n (sample size is too small), also this effect did not seem to have appeared in the earlier of this year when No had huge majority",130,People who rarely vote are people who care less about poltics and also tend to be less well-educated --> less well paying jobs. THey will more likely favor status quo instead of independence that might risk the economy of apple,227,956,136.5714286,0.05,1,5,1,47,1,3,6,4,6,4,5,2,5,5,4,4,6,4,5,5,5,5,6,6,6,5.75,1,6,2,2,2.75,7,7,6,3,5,4,6,6,4,7,6,6,4,6,7,2,6,6,5.444444444,6,6,7,7,6,2,6,6,5,5.666666667,3,1,2,4,1,1,39.95970154,-75.19680023,-1
141,0,1,1,49,51,-1,50,50,1,20,80,-30,18,82,-2,25,75,7,32,68,7,31,69,-1,18,9.918367347,67.85714286,-3,Elections change and they have - can go either way at this point,64,I think the effect of the senior diplomat and the effect of the prime minister would balance each other out,107,Hope for the future is always a better campaign than skepticism. Most American presidential campaigns have been based on hope and not fear/uncertainty of people,160,It seems like the election is slowly siding with the Yes camp,61,Decisions can still change but they are very unlikely. The swing could apply to Apple but even then it would not be enough,122,The no campaign has a bigger chance than last time but since has a disadvantage. ,81,This could make a difference but I don't think it would be a big enough difference ,83,678,96.85714286,0.10,0,100,0,36,0,0,2,3,4,2,2.75,4,5,4,4,4.25,5,6,5,6,5.5,3,5,4,5,4.25,2,3,2,2,2.25,2,4,4,2,5,3,5,5,2,6,6,5,6,3,3,5,5,3,4.111111111,4,5,5,4,3,5,3,4,5,4.222222222,2,1,1,1,1,1,39.95970154,-75.19680023,-1
142,1,0,0,72,28,28,64,36,8,40,60,24,35,65,5,36,64,1,50,50,14,40,60,10,32,11.87755102,51.85714286,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,4,7,7,6,6,7,7,7,7,7,5,6,6,7,6,1,7,7,1,4,1,7,1,7,4,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.666666667,5,7,6,7,5,3,5,6,6,5.555555556,2,1,1,3,1,1,39.95970154,-75.19680023,-1
143,0,0,0,63,37,13,62,38,-1,80,20,18,51,49,-29,77,23,26,53,47,-24,61,39,8,2,8.367346939,36.14285714,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,7,7,7,7,7,3,3,5,3,3.5,7,7,7,7,7,7,7,6,7,6.75,5,6,6,4,5.25,5,5,1,6,6,5,7,7,7,6,6,6,6,2,6,6,6,6,5.5,5,7,7,5,3,5,3,7,5,5.222222222,3,1,2,1,1,1,39.95970154,-75.19680023,-1
144,0,1,1,50,50,0,60,40,10,66,34,6,55,45,-11,57,43,2,66,34,9,70,30,4,20,5.795918367,39.42857143,3.333333333,The polls are evenly split at this point.,41,The self-rule initiatives will likely be enough for those on the fence plus the author is likely to have slightly more sway than the political insider.,151,Fear is often a stronger motivator than speculation.,52,Some voters may shift back but getting closer to the election less people are likely to change their minds.,107,It seems likely that the status quo will be favored once again and this referendum is comparable to the others.,111,There is further evidence that the no's have a legitimate majority. ,68,The proportion of voters that are supposedly not accounted for is likely to be the same as that of the poll so these votes shouldn't sway chances much.,151,681,97.28571429,0.05,1,5,1,47,1,3,2,3,5,3,3.25,2,3,2,3,2.5,5,5,5,5,5,5,6,5,5,5.25,2,5,2,3,3,5,6,6,6,6,5,6,5,5,5,6,6,5,6,6,5,5,5,5.5,6,6,5,6,5,3,5,5,5,5.111111111,3,1,1,1,1,1,39.95970154,-75.19680023,-1
146,0,0,0,60,40,10,65,35,5,50,50,-15,45,55,-5,45,55,0,50,50,5,50,50,0,10,5.918367347,47.85714286,-1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,3,3,5,5,4,1,5,3,2,2.75,6,5,5,5,5.25,6,4,5,6,5.25,3,5,2,6,4,6,6,5,5,5,5,3,5,4,6,6,6,5,5,5,5,5,6,5.166666667,4,5,5,5,3,5,3,5,6,4.555555556,3,1,2,1,1,1,39.95970154,-75.19680023,-1
147,0,1,1,40,60,-10,35,65,-5,30,70,-5,25,75,-5,25,75,0,28,72,3,28,72,0,12,4.204081633,69.85714286,-2,"Since the No camp's lead has been dropping, I think more people are gravitating to the Yes camp, so I think there will be less than a 50% probability that the No camp will win",175,"I think the senior diplomat (since he has been an official for so long, it seems like people like him/respect him) would have more sway over the people than the author, since the diplomat has experience in politics and would know what is best for Apple",252,"I think people are more motivated by messages of hope and change than depressing ones, so I think people would be more attracted to the Yes camp because it has a more positive message",183,"Since 71% of voters say the Yes leader won the debate, I think that shows in the general election, around the same proportion would support the Yes leader",154,"Since the historical swing was just an average and is not a very large percentage, I don't think it has a sway in the change in probability",139,"This data seems to be more positive to the No camp, so I increased my probability of the No camp winning by a little bit",120,"This study just says the polls may have underestimated the number of people who will show up, but it doesn't seem to say anything about whether more of the voters who end up showing up will gravitate to one side, so I didn't change my probability",246,1269,181.2857143,0.05,1,100,0,47,1,2,4,5,5,4,4.5,1,3,3,4,2.75,6,7,6,7,6.5,4,5,5,4,4.5,1,2,1,5,2.25,6,6,5,5,6,2,2,3,3,6,6,6,5,5,5,3,3,5,4.555555556,4,7,7,7,4,4,4,5,6,5.333333333,3,1,2,4,1,1,39.95970154,-75.19680023,-1
